,ID,SMILES,"Tg, K",METHOD ID,METHOD NAME
0,1,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,533.0,4,"Tg (TMA), K, (exp) unknown conditions"
1,1,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,574.0,7,"Tg (DSC), K"
2,1,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,733.0,10,"Tsoft, K"
3,1,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,763.0,10,"Tsoft, K"
4,1,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,520.0,11,"Tg, K  (calc)"
5,3,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,545.0,6,"Tg (DTMA), K"
6,3,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,517.0,9,"Tg (unknown method), K"
7,3,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,543.0,10,"Tsoft, K"
8,3,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,540.0,10,"Tsoft, K"
9,3,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,511.0,11,"Tg, K  (calc)"
10,7,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,518.0,6,"Tg (DTMA), K"
11,7,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,511.0,7,"Tg (DSC), K"
12,7,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,523.0,10,"Tsoft, K"
13,7,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,530.0,10,"Tsoft, K"
14,7,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
15,11,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cccc2c1C(=O)N(C2=O)I,568.0,6,"Tg (DTMA), K"
16,11,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cccc2c1C(=O)N(C2=O)I,563.0,7,"Tg (DSC), K"
17,11,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cccc2c1C(=O)N(C2=O)I,511.0,11,"Tg, K  (calc)"
18,12,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,555.0,6,"Tg (DTMA), K"
19,12,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,545.0,7,"Tg (DSC), K"
20,12,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,511.0,11,"Tg, K  (calc)"
21,13,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cccc2c1C(=O)N(C2=O)I,536.0,6,"Tg (DTMA), K"
22,13,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cccc2c1C(=O)N(C2=O)I,526.0,7,"Tg (DSC), K"
23,13,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1cccc2c1C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
24,14,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,526.0,6,"Tg (DTMA), K"
25,14,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,518.0,7,"Tg (DSC), K"
26,14,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
27,15,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,535.0,4,"Tg (TMA), K, (exp) unknown conditions"
28,15,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,528.0,7,"Tg (DSC), K"
29,15,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,533.0,10,"Tsoft, K"
30,15,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,485.0,11,"Tg, K  (calc)"
31,17,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,518.0,6,"Tg (DTMA), K"
32,17,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,529.0,7,"Tg (DSC), K"
33,17,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,493.0,10,"Tsoft, K"
34,17,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
35,18,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,542.0,6,"Tg (DTMA), K"
36,18,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,536.0,7,"Tg (DSC), K"
37,18,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)Oc1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
38,21,Ic1cccc(c1)Cc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,484.0,0,"Tg (TMA), K, (exp), Air, 200 C"
39,21,Ic1cccc(c1)Cc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,545.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
40,21,Ic1cccc(c1)Cc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,538.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
41,21,Ic1cccc(c1)Cc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,507.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
42,21,Ic1cccc(c1)Cc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,505.0,3,"Tg (TMA), K, (exp),  N2 300 C"
43,21,Ic1cccc(c1)Cc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,495.0,11,"Tg, K  (calc)"
44,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
45,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,552.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
46,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,552.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
47,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,579.0,6,"Tg (DTMA), K"
48,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,544.0,7,"Tg (DSC), K"
49,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,550.0,7,"Tg (DSC), K"
50,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,9,"Tg (unknown method), K"
51,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,539.0,9,"Tg (unknown method), K"
52,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,10,"Tsoft, K"
53,26,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,537.0,11,"Tg, K  (calc)"
54,28,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,655.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
55,28,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,617.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
56,28,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,619.0,4,"Tg (TMA), K, (exp) unknown conditions"
57,28,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,591.0,11,"Tg, K  (calc)"
58,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,0,"Tg (TMA), K, (exp), Air, 200 C"
59,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,579.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
60,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,569.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
61,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
62,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,3,"Tg (TMA), K, (exp),  N2 300 C"
63,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,553.0,7,"Tg (DSC), K"
64,33,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,550.0,11,"Tg, K  (calc)"
65,36,Ic1ccc2c(c1)Cc1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,606.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
66,36,Ic1ccc2c(c1)Cc1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,598.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
67,36,Ic1ccc2c(c1)Cc1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,554.0,11,"Tg, K  (calc)"
68,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,532.0,0,"Tg (TMA), K, (exp), Air, 200 C"
69,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,566.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
70,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,561.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
71,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,568.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
72,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,10,"Tsoft, K"
73,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,633.0,10,"Tsoft, K"
74,37,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,565.0,11,"Tg, K  (calc)"
75,39,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,489.0,0,"Tg (TMA), K, (exp), Air, 200 C"
76,39,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,537.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
77,39,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,532.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
78,39,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,537.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
79,39,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,507.0,11,"Tg, K  (calc)"
80,41,Ic1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,559.0,5,"Tg (TBA), K, (exp),  N2 300 C"
81,41,Ic1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,546.0,11,"Tg, K  (calc)"
82,42,Ic1ccc(nc1)Oc1ccc(cc1)Oc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,526.0,4,"Tg (TMA), K, (exp) unknown conditions"
83,42,Ic1ccc(nc1)Oc1ccc(cc1)Oc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
84,45,Ic1cccc(c1)C(=O)c1ccc(cc1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,513.0,5,"Tg (TBA), K, (exp),  N2 300 C"
85,45,Ic1cccc(c1)C(=O)c1ccc(cc1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,501.0,11,"Tg, K  (calc)"
86,46,Ic1ccc(cc1)C(=O)c1cccc(c1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,549.0,5,"Tg (TBA), K, (exp),  N2 300 C"
87,46,Ic1ccc(cc1)C(=O)c1cccc(c1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,523.0,11,"Tg, K  (calc)"
88,47,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,528.0,6,"Tg (DTMA), K"
89,47,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,543.0,10,"Tsoft, K"
90,47,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,504.0,11,"Tg, K  (calc)"
91,49,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,604.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
92,49,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,620.0,2,"Tg (TMA), K, (exp), Vacuum 300C"
93,49,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,627.0,7,"Tg (DSC), K"
94,49,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,570.0,11,"Tg, K  (calc)"
95,50,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,552.0,4,"Tg (TMA), K, (exp) unknown conditions"
96,50,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,616.0,6,"Tg (DTMA), K"
97,50,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,537.0,11,"Tg, K  (calc)"
98,51,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,541.0,6,"Tg (DTMA), K"
99,51,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,504.0,11,"Tg, K  (calc)"
100,52,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1cccc2c1C(=O)N(C2=O)I,551.0,6,"Tg (DTMA), K"
101,52,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)C(=O)c1cccc2c1C(=O)N(C2=O)I,504.0,11,"Tg, K  (calc)"
102,53,Ic1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,606.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
103,53,Ic1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,598.0,11,"Tg, K  (calc)"
104,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,573.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
105,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,567.0,5,"Tg (TBA), K, (exp),  N2 300 C"
106,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,593.0,7,"Tg (DSC), K"
107,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,7,"Tg (DSC), K"
108,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,593.0,7,"Tg (DSC), K"
109,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,570.0,8,"Tg (Dilatometry), K"
110,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,563.0,9,"Tg (unknown method), K"
111,54,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,555.0,11,"Tg, K  (calc)"
112,57,Ic1ccc(nc1)Sc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,519.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
113,57,Ic1ccc(nc1)Sc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,497.0,11,"Tg, K  (calc)"
114,59,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,549.0,1,"Tg (TMA), K, (exp), Air, 300˚C"
115,59,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,521.0,11,"Tg, K  (calc)"
116,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,566.0,4,"Tg (TMA), K, (exp) unknown conditions"
117,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,567.0,6,"Tg (DTMA), K"
118,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,561.0,7,"Tg (DSC), K"
119,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,564.0,7,"Tg (DSC), K"
120,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,564.0,7,"Tg (DSC), K"
121,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,572.0,7,"Tg (DSC), K"
122,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,572.0,7,"Tg (DSC), K"
123,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,577.0,7,"Tg (DSC), K"
124,60,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N(C2=O)I,569.0,7,"Tg (DSC), K"
